brand_name,model_name,variant_name,variant_url,missing_fields
Hyundai,New I20,1.2 Petrol Manual,https://www.carwale.com/hyundai-cars/new-i20/12-petrol-manual/,mileage;power;torque;body_type
Hyundai,New I20,Grand i10 Nios,https://www.carwale.com/hyundai-cars/new-i20/grand-i10-nios/,price;transmission;mileage;power;torque;body_type
Hyundai,Ioniq 9,Grand i10 Nios,https://www.carwale.com/hyundai-cars/ioniq-9/grand-i10-nios/,price;engine;mileage;power;torque;seating_capacity;airbags
Hyundai,Palisade,Grand i10 Nios,https://www.carwale.com/hyundai-cars/palisade/grand-i10-nios/,price;mileage;torque;seating_capacity;airbags
Hyundai,New Santa Fe,Grand i10 Nios,https://www.carwale.com/hyundai-cars/new-santa-fe/grand-i10-nios/,price;transmission;mileage;power;torque;body_type
Hyundai,Stargazer,1.5 CVT,https://www.carwale.com/hyundai-cars/stargazer/15-cvt/,mileage;power;torque;airbags
Hyundai,Stargazer,1.5 MT,https://www.carwale.com/hyundai-cars/stargazer/15-mt/,mileage;power;torque;airbags
Hyundai,Stargazer,Grand i10 Nios,https://www.carwale.com/hyundai-cars/stargazer/grand-i10-nios/,price;mileage;power;torque;airbags
Hyundai,Staria,Grand i10 Nios,https://www.carwale.com/hyundai-cars/staria/grand-i10-nios/,price;mileage;power;torque;airbags
Hyundai,Boulder,Grand i10 Nios,https://www.carwale.com/hyundai-cars/boulder/grand-i10-nios/,price;transmission;mileage;power;torque;body_type
Hyundai,Getzprime20072010,1.1 GLE,https://www.carwale.com/hyundai-cars/getzprime20072010/11-gle/,power;torque;body_type
Hyundai,Getzprime20072010,1.1 GVS,https://www.carwale.com/hyundai-cars/getzprime20072010/11-gvs/,mileage;power;torque;body_type
Hyundai,Getzprime20072010,1.1 GVS Option,https://www.carwale.com/hyundai-cars/getzprime20072010/11-gvs-option/,mileage;power;torque;body_type
Hyundai,Getzprime20072010,1.3 GLS,https://www.carwale.com/hyundai-cars/getzprime20072010/13-gls/,power;torque;body_type
Hyundai,Getzprime20072010,1.3 GLX,https://www.carwale.com/hyundai-cars/getzprime20072010/13-glx/,mileage;power;torque;body_type
Hyundai,Getzprime20072010,1.3 GVS,https://www.carwale.com/hyundai-cars/getzprime20072010/13-gvs/,mileage;power;torque;body_type
Hyundai,Getzprime20072010,1.5 GVS CRDi,https://www.carwale.com/hyundai-cars/getzprime20072010/15-gvs-crdi/,mileage;power;torque;body_type
Hyundai,Santro,Magna CNG,https://www.carwale.com/hyundai-cars/santro/magna-cng/,fuel_type;mileage
Hyundai,Santro,Magna CNG [2018-2020],https://www.carwale.com/hyundai-cars/santro/magna-cng-2018-2020/,fuel_type;mileage
Hyundai,Santro,Sportz CNG,https://www.carwale.com/hyundai-cars/santro/sportz-cng/,fuel_type;mileage
Hyundai,Santro,Sportz CNG [2018-2020],https://www.carwale.com/hyundai-cars/santro/sportz-cng-2018-2020/,fuel_type;mileage
Hyundai,Terracan20032006,CRDi,https://www.carwale.com/hyundai-cars/terracan20032006/crdi/,mileage;power;torque;body_type
Hyundai,Eon,1.0 Kappa Era +,https://www.carwale.com/hyundai-cars/eon/10-kappa-era/,price;mileage;airbags
Hyundai,Eon,1.0 Kappa Magna + (O) [2014-2016],https://www.carwale.com/hyundai-cars/eon/10-kappa-magna-o-2014-2016/,price;mileage;airbags
Hyundai,Eon,1.0 Kappa Magna + [2014-2016],https://www.carwale.com/hyundai-cars/eon/10-kappa-magna-2014-2016/,price;mileage;airbags
Hyundai,Eon,D-Lite + AirBag,https://www.carwale.com/hyundai-cars/eon/d-lite-airbag/,price;mileage;airbags
Hyundai,Eon,D-Lite + LPG [2012-2015],https://www.carwale.com/hyundai-cars/eon/d-lite-lpg-2012-2015/,price;mileage;airbags
Hyundai,Eon,Era + AirBag,https://www.carwale.com/hyundai-cars/eon/era-airbag/,price;mileage;airbags
Hyundai,Eon,Era + LPG,https://www.carwale.com/hyundai-cars/eon/era-lpg/,price;mileage;airbags
Hyundai,Eon,Era + LPG Airbag,https://www.carwale.com/hyundai-cars/eon/era-lpg-airbag/,price;mileage;airbags
Hyundai,Eon,Era + SE,https://www.carwale.com/hyundai-cars/eon/era-se/,price;mileage;airbags
Hyundai,Eon,Magna + AirBag,https://www.carwale.com/hyundai-cars/eon/magna-airbag/,price;mileage;airbags
Hyundai,Eon,Magna + LPG [2012-2016],https://www.carwale.com/hyundai-cars/eon/magna-lpg-2012-2016/,price;mileage;airbags
Hyundai,Eon,Magna + SE,https://www.carwale.com/hyundai-cars/eon/magna-se/,price;mileage;airbags
Hyundai,Grand I10,Magna 1.2 Kappa VTVT CNG,https://www.carwale.com/hyundai-cars/grand-i10/magna-12-kappa-vtvt-cng/,fuel_type;mileage
Hyundai,Grand I10,Magna 1.2 Kappa VTVT CNG [2019-2020],https://www.carwale.com/hyundai-cars/grand-i10/magna-12-kappa-vtvt-cng-2019-2020/,fuel_type;mileage
Hyundai,Genesis,3.8,https://www.carwale.com/hyundai-cars/genesis/38/,engine;mileage;power;torque;airbags
Isuzu,Trooper,4X4,https://www.carwale.com/isuzu-cars/trooper/4x4/,mileage;power;torque;airbags;body_type
Jaguar,Type 00,F-Pace,https://www.carwale.com/jaguar-cars/type-00/f-pace/,price;transmission;mileage;power;torque;airbags;body_type
Jaguar,Xj50,3.0 V6,https://www.carwale.com/jaguar-cars/xj50/30-v6/,mileage;power;torque;airbags;body_type
Jeep,Willys,Diesel,https://www.carwale.com/jeep-cars/willys/diesel/,transmission;mileage;power;torque;airbags;body_type
Jeep,Kaiser,CJ-5,https://www.carwale.com/jeep-cars/kaiser/cj-5/,engine;mileage;power;torque;seating_capacity;airbags
Kia,Syros Ev,Carens,https://www.carwale.com/kia-cars/syros-ev/carens/,price;engine;mileage;power;torque;seating_capacity;airbags
Kia,Syros Ev,Carens Clavis,https://www.carwale.com/kia-cars/syros-ev/carens-clavis/,price;engine;mileage;power;torque;seating_capacity;airbags
Kia,Syros Ev,Seltos,https://www.carwale.com/kia-cars/syros-ev/seltos/,price;engine;mileage;power;torque;seating_capacity;airbags
Kia,Syros Ev,Sonet,https://www.carwale.com/kia-cars/syros-ev/sonet/,price;engine;mileage;power;torque;seating_capacity;airbags
Kia,Syros Ev,Syros,https://www.carwale.com/kia-cars/syros-ev/syros/,price;engine;mileage;power;torque;seating_capacity;airbags
Kia,Sorento Hybrid,1.6 2WD Hybrid (Electric + Petrol) Turbo Automatic,https://www.carwale.com/kia-cars/sorento-hybrid/16-2wd-hybrid-electric-petrol-turbo-automatic/,price;transmission;mileage;power;torque;body_type
Kia,Sorento Hybrid,1.6 4WD Hybrid (Electric + Petrol) Turbo Automatic,https://www.carwale.com/kia-cars/sorento-hybrid/16-4wd-hybrid-electric-petrol-turbo-automatic/,price;transmission;mileage;power;torque;body_type
Kia,Sorento Hybrid,Carens,https://www.carwale.com/kia-cars/sorento-hybrid/carens/,price;transmission;mileage;power;torque;body_type
Kia,Sorento Hybrid,Carens Clavis,https://www.carwale.com/kia-cars/sorento-hybrid/carens-clavis/,price;transmission;mileage;power;torque;body_type
Kia,Sorento Hybrid,Seltos,https://www.carwale.com/kia-cars/sorento-hybrid/seltos/,price;transmission;mileage;power;torque;body_type
Kia,Sorento Hybrid,Sonet,https://www.carwale.com/kia-cars/sorento-hybrid/sonet/,price;transmission;mileage;power;torque;body_type
Kia,Sorento Hybrid,Syros,https://www.carwale.com/kia-cars/sorento-hybrid/syros/,price;transmission;mileage;power;torque;body_type
Kia,Ev5,Carens,https://www.carwale.com/kia-cars/ev5/carens/,price;engine;mileage;power;torque;seating_capacity;airbags
Kia,Ev5,Carens Clavis,https://www.carwale.com/kia-cars/ev5/carens-clavis/,price;engine;mileage;power;torque;seating_capacity;airbags
Kia,Ev5,Seltos,https://www.carwale.com/kia-cars/ev5/seltos/,price;engine;mileage;power;torque;seating_capacity;airbags
Kia,Ev5,Sonet,https://www.carwale.com/kia-cars/ev5/sonet/,price;engine;mileage;power;torque;seating_capacity;airbags
Kia,Ev5,Syros,https://www.carwale.com/kia-cars/ev5/syros/,price;engine;mileage;power;torque;seating_capacity;airbags
Kia,New Sonet,Carens,https://www.carwale.com/kia-cars/new-sonet/carens/,price;transmission;mileage;power;torque;body_type
Kia,New Sonet,Carens Clavis,https://www.carwale.com/kia-cars/new-sonet/carens-clavis/,price;transmission;mileage;power;torque;body_type
Kia,New Sonet,Seltos,https://www.carwale.com/kia-cars/new-sonet/seltos/,price;transmission;mileage;power;torque;body_type
Kia,New Sonet,Sonet,https://www.carwale.com/kia-cars/new-sonet/sonet/,price;transmission;mileage;power;torque;body_type
Kia,New Sonet,Syros,https://www.carwale.com/kia-cars/new-sonet/syros/,price;transmission;mileage;power;torque;body_type
Kia,Ev3,Carens,https://www.carwale.com/kia-cars/ev3/carens/,price;engine;mileage;power;torque;seating_capacity;airbags
Kia,Ev3,Carens Clavis,https://www.carwale.com/kia-cars/ev3/carens-clavis/,price;engine;mileage;power;torque;seating_capacity;airbags
Kia,Ev3,Seltos,https://www.carwale.com/kia-cars/ev3/seltos/,price;engine;mileage;power;torque;seating_capacity;airbags
Kia,Ev3,Sonet,https://www.carwale.com/kia-cars/ev3/sonet/,price;engine;mileage;power;torque;seating_capacity;airbags
Kia,Ev3,Syros,https://www.carwale.com/kia-cars/ev3/syros/,price;engine;mileage;power;torque;seating_capacity;airbags
Kia,Tasman,Carens,https://www.carwale.com/kia-cars/tasman/carens/,price;transmission;mileage;power;torque;body_type
Kia,Tasman,Carens Clavis,https://www.carwale.com/kia-cars/tasman/carens-clavis/,price;transmission;mileage;power;torque;body_type
Kia,Tasman,Seltos,https://www.carwale.com/kia-cars/tasman/seltos/,price;transmission;mileage;power;torque;body_type
Kia,Tasman,Sonet,https://www.carwale.com/kia-cars/tasman/sonet/,price;transmission;mileage;power;torque;body_type
Kia,Tasman,Syros,https://www.carwale.com/kia-cars/tasman/syros/,price;transmission;mileage;power;torque;body_type
Lamborghini,Murcielago,LP640,https://www.carwale.com/lamborghini-cars/murcielago/lp640/,power;torque;airbags
Land Rover,Defender,130 X Dynamic HSE Mild Hybrid (Electric + Diesel) 3.0L Turbo Automatic 8 STR,https://www.carwale.com/land-rover-cars/defender/130-x-dynamic-hse-mild-hybrid-electric-diesel-30l-turbo-automatic-8-str/,price;mileage
Land Rover,Defender,130 X Mild Hybrid (Electric + Diesel) 3.0L Turbo Automatic 8 STR,https://www.carwale.com/land-rover-cars/defender/130-x-mild-hybrid-electric-diesel-30l-turbo-automatic-8-str/,price;mileage
Land Rover,Defender,Octa Black Mild Hybrid(Electric + Petrol) 4.4L Turbo Automatic 5 STR,https://www.carwale.com/land-rover-cars/defender/octa-black-mild-hybridelectric-petrol-44l-turbo-automatic-5-str/,price;mileage
Land Rover,Defender,Octa Mild Hybrid(Electric + Petrol) 4.4L Turbo Automatic 5 STR,https://www.carwale.com/land-rover-cars/defender/octa-mild-hybridelectric-petrol-44l-turbo-automatic-5-str/,price;mileage
Land Rover,Range Rover Sport,Autobiography Mild Hybrid (Electric + Diesel) 3.0L Turbo Automatic,https://www.carwale.com/land-rover-cars/range-rover-sport/autobiography-mild-hybrid-electric-diesel-30l-turbo-automatic/,price;mileage;airbags
Land Rover,Range Rover Sport,Autobiography Mild Hybrid(Electric + Petrol) 3.0L Turbo Automatic,https://www.carwale.com/land-rover-cars/range-rover-sport/autobiography-mild-hybridelectric-petrol-30l-turbo-automatic/,price;mileage;airbags
Land Rover,Range Rover Sport,HSE Mild Hybrid (Electric + Diesel) 3.0L Turbo Automatic,https://www.carwale.com/land-rover-cars/range-rover-sport/hse-mild-hybrid-electric-diesel-30l-turbo-automatic/,price;mileage;airbags
Land Rover,Range Rover Sport,HSE Mild Hybrid(Electric + Petrol) 3.0L Turbo Automatic,https://www.carwale.com/land-rover-cars/range-rover-sport/hse-mild-hybridelectric-petrol-30l-turbo-automatic/,price;mileage;airbags
Land Rover,Range Rover Sport,SV Mild Hybrid(Electric + Petrol) 4.4L Turbo Automatic,https://www.carwale.com/land-rover-cars/range-rover-sport/sv-mild-hybridelectric-petrol-44l-turbo-automatic/,price;mileage;airbags
Land Rover,Range Rover Sport,SV Mild Hybrid(Electric + Petrol) 4.4L Turbo Automatic Black,https://www.carwale.com/land-rover-cars/range-rover-sport/sv-mild-hybridelectric-petrol-44l-turbo-automatic-black/,price;mileage;airbags
Land Rover,Range Rover Sport,SV Mild Hybrid(Electric + Petrol) 4.4L Turbo Automatic Carbon,https://www.carwale.com/land-rover-cars/range-rover-sport/sv-mild-hybridelectric-petrol-44l-turbo-automatic-carbon/,price;mileage;airbags
Land Rover,Range Rover Evoque,S [2020-2021],https://www.carwale.com/land-rover-cars/range-rover-evoque/s-2020-2021/,price;mileage
Lexus,Es,350h Hybrid (Electric + Petrol) Automatic,https://www.carwale.com/lexus-cars/es/350h-hybrid-electric-petrol-automatic/,price;engine;mileage
Lexus,Rx,350h Exquisite Hybrid (Electric + Petrol) 2.5L Automatic,https://www.carwale.com/lexus-cars/rx/350h-exquisite-hybrid-electric-petrol-25l-automatic/,price;mileage
Lexus,Rx,Exquisite Hybrid (Electric + Petrol) 2.5L Automatic with Mark Levinson Audio,https://www.carwale.com/lexus-cars/rx/exquisite-hybrid-electric-petrol-25l-automatic-with-mark-levinson-audio/,price;mileage
Lexus,Rx,RX 500h F-Sport Plus Hybrid (Electric + Petrol) 2.4L Automatic,https://www.carwale.com/lexus-cars/rx/rx-500h-f-sport-plus-hybrid-electric-petrol-24l-automatic/,price;mileage
Lexus,Gs350,Twin Turbo 3.5,https://www.carwale.com/lexus-cars/gs350/twin-turbo-35/,mileage;power;torque;airbags;body_type
Lexus,Sc430,Convertible,https://www.carwale.com/lexus-cars/sc430/convertible/,mileage;power;torque;airbags;body_type
MG,Im6,Comet EV,https://www.carwale.com/mg-cars/im6/comet-ev/,price;engine;mileage;power;torque;seating_capacity;airbags
MG,Im6,Cyberster,https://www.carwale.com/mg-cars/im6/cyberster/,price;engine;mileage;power;torque;seating_capacity;airbags
MG,Im6,Hector,https://www.carwale.com/mg-cars/im6/hector/,price;engine;mileage;power;torque;seating_capacity;airbags
MG,Im6,Long Range 100.0 kWh,https://www.carwale.com/mg-cars/im6/long-range-1000-kwh/,mileage;power;torque;seating_capacity;airbags
MG,Im6,Majestor,https://www.carwale.com/mg-cars/im6/majestor/,price;engine;mileage;power;torque;seating_capacity;airbags
MG,Im6,Windsor EV,https://www.carwale.com/mg-cars/im6/windsor-ev/,price;engine;mileage;power;torque;seating_capacity;airbags
Mahindra,Global Pik Up,Scorpio N,https://www.carwale.com/mahindra-cars/global-pik-up/scorpio-n/,price;mileage;power;torque;seating_capacity;airbags;body_type
Mahindra,Global Pik Up,Thar,https://www.carwale.com/mahindra-cars/global-pik-up/thar/,price;mileage;power;torque;seating_capacity;airbags;body_type
